,BILL DATE,SOLD TO PARTY,QTY(1000 SM3),INDUSTORY SECTOR,Receiving Point,Start Date,End Date,Average Temperature,Difference,holiday_count
4472106,2022-02-15,11165,21258.915,Power Industry,"Hazira, Gujarat",2022-01-31,2022-02-15,22.43125,0 days,0
4479439,2022-02-28,11165,18246.963,Power Industry,"Hazira, Gujarat",2022-02-15,2022-02-28,24.51398809523809,0 days,0
4480109,2022-03-15,11165,21648.855,Power Industry,"Hazira, Gujarat",2022-02-28,2022-03-15,28.31484375,0 days,0
4484941,2022-03-31,11165,23181.862,Power Industry,"Hazira, Gujarat",2022-03-15,2022-03-31,29.74264705882353,0 days,1
5074710,2022-04-15,11165,22298.624,Power Industry,"Hazira, Gujarat",2022-03-31,2022-04-15,28.660416666666663,0 days,2
5082029,2022-04-30,11165,23460.0,Power Industry,"Hazira, Gujarat",2022-04-15,2022-04-30,31.246614583333333,0 days,2
5093505,2022-05-15,11165,22351.307,Power Industry,"Hazira, Gujarat",2022-04-30,2022-05-15,30.35833333333333,0 days,3
5104982,2022-05-31,11165,21375.968,Power Industry,"Hazira, Gujarat",2022-05-15,2022-05-31,29.82794117647059,0 days,0
5118957,2022-06-15,11165,20183.997,Power Industry,"Hazira, Gujarat",2022-05-31,2022-06-15,29.289322916666663,0 days,1
5119626,2022-06-30,11165,20681.331,Power Industry,"Hazira, Gujarat",2022-06-15,2022-06-30,28.245833333333334,0 days,0
5139010,2022-07-15,11165,19898.251,Power Industry,"Hazira, Gujarat",2022-06-30,2022-07-15,26.925260416666667,0 days,2
5144255,2022-07-31,11165,20677.826,Power Industry,"Hazira, Gujarat",2022-07-15,2022-07-31,27.311519607843135,0 days,0
5149501,2022-08-15,11165,19523.082,Power Industry,"Hazira, Gujarat",2022-07-31,2022-08-15,27.469270833333333,0 days,2
5156821,2022-08-31,11165,21905.529,Power Industry,"Hazira, Gujarat",2022-08-15,2022-08-31,26.98186274509804,0 days,1
5162067,2022-09-15,11165,21019.677,Power Industry,"Hazira, Gujarat",2022-08-31,2022-09-15,27.70911458333333,0 days,0
5169811,2022-09-30,11165,19971.939,Power Industry,"Hazira, Gujarat",2022-09-15,2022-09-30,26.92864583333333,0 days,0
5814817,2022-10-15,11165,7885.393,Power Industry,"Hazira, Gujarat",2022-09-30,2022-10-15,27.49505208333333,0 days,2
5816319,2022-10-31,11165,17069.869,Power Industry,"Hazira, Gujarat",2022-10-15,2022-10-31,27.468627450980392,0 days,1
5816988,2022-11-15,11165,19935.247,Power Industry,"Hazira, Gujarat",2022-10-31,2022-11-15,27.520052083333333,0 days,0
5819323,2022-11-30,11165,19503.783,Power Industry,"Hazira, Gujarat",2022-11-15,2022-11-30,25.419010416666666,0 days,0
5819992,2022-12-15,11165,19342.398,Power Industry,"Hazira, Gujarat",2022-11-30,2022-12-15,25.99114583333333,0 days,0
5823994,2022-12-31,11165,20155.577,Power Industry,"Hazira, Gujarat",2022-12-15,2022-12-31,23.683823529411764,0 days,1
5829659,2023-01-15,11165,20995.811,Power Industry,"Hazira, Gujarat",2022-12-31,2023-01-15,22.08828125,0 days,1
5835738,2023-01-31,11165,21420.183,Power Industry,"Hazira, Gujarat",2023-01-15,2023-01-31,21.47205882352941,0 days,1
5837240,2023-02-15,11165,20533.901,Power Industry,"Hazira, Gujarat",2023-01-31,2023-02-15,24.83828125,0 days,0
5841241,2023-02-28,11165,17649.563,Power Industry,"Hazira, Gujarat",2023-02-15,2023-02-28,25.957738095238096,0 days,0
5842743,2023-03-15,11165,10214.612,Power Industry,"Hazira, Gujarat",2023-02-28,2023-03-15,28.7265625,0 days,1
5846017,2023-03-30,11165,0.0,Power Industry,"Dahej, Gujarat",2023-03-15,2023-03-30,27.345572916666665,0 days,0
5844245,2023-03-31,11165,5601.624,Power Industry,"Hazira, Gujarat",2023-03-15,2023-03-31,26.122794117647057,0 days,0
431462,2019-04-15,11172,7095.998,Power Industry,"Dahej, Gujarat",2019-04-15,2019-04-15,33.6875,0 days,0
432860,2019-04-30,11172,7032.804,Power Industry,"Dahej, Gujarat",2019-04-15,2019-04-30,33.08619791666667,0 days,2
434527,2019-05-15,11172,6862.404,Power Industry,"Dahej, Gujarat",2019-04-30,2019-05-15,30.41302083333333,0 days,1
436194,2019-05-31,11172,7491.301,Power Industry,"Dahej, Gujarat",2019-05-15,2019-05-31,32.00514705882353,0 days,0
437861,2019-06-15,11172,5983.107,Power Industry,"Dahej, Gujarat",2019-05-31,2019-06-15,30.99036458333333,0 days,3
439528,2019-06-30,11172,6709.98,Power Industry,"Dahej, Gujarat",2019-06-15,2019-06-30,29.278385416666666,0 days,0
441196,2019-07-15,11172,6587.394,Power Industry,"Dahej, Gujarat",2019-06-30,2019-07-15,28.542708333333334,0 days,0
442861,2019-07-31,11172,7627.0,Power Industry,"Dahej, Gujarat",2019-07-15,2019-07-31,28.93455882352941,0 days,0
445362,2019-08-15,11172,6554.478,Power Industry,"Dahej, Gujarat",2019-07-31,2019-08-15,27.471875,0 days,3
446196,2019-08-31,11172,7232.514,Power Industry,"Dahej, Gujarat",2019-08-15,2019-08-31,27.617156862745095,0 days,1
447863,2019-09-15,11172,5887.329,Power Industry,"Dahej, Gujarat",2019-08-31,2019-09-15,27.544791666666665,0 days,1
449530,2019-09-30,11172,4017.208,Power Industry,"Dahej, Gujarat",2019-09-15,2019-09-30,27.7640625,0 days,0
432295,2019-04-15,11173,14322.226,Power Industry,"Dahej, Gujarat",2019-04-15,2019-04-15,33.6875,0 days,0
433693,2019-04-30,11173,13147.272,Power Industry,"Dahej, Gujarat",2019-04-15,2019-04-30,33.08619791666667,0 days,2
435360,2019-05-15,11173,13611.136,Power Industry,"Dahej, Gujarat",2019-04-30,2019-05-15,30.41302083333333,0 days,1
437027,2019-05-31,11173,13802.867,Power Industry,"Dahej, Gujarat",2019-05-15,2019-05-31,32.00514705882353,0 days,0
438694,2019-06-15,11173,10815.368,Power Industry,"Dahej, Gujarat",2019-05-31,2019-06-15,30.99036458333333,0 days,3
440361,2019-06-30,11173,11771.012,Power Industry,"Dahej, Gujarat",2019-06-15,2019-06-30,29.278385416666666,0 days,0
442029,2019-07-15,11173,10422.633,Power Industry,"Dahej, Gujarat",2019-06-30,2019-07-15,28.542708333333334,0 days,0
443694,2019-07-31,11173,11471.379,Power Industry,"Dahej, Gujarat",2019-07-15,2019-07-31,28.93455882352941,0 days,0
444529,2019-08-15,11173,13648.056,Power Industry,"Dahej, Gujarat",2019-07-31,2019-08-15,27.471875,0 days,3
447029,2019-08-31,11173,15127.783,Power Industry,"Dahej, Gujarat",2019-08-15,2019-08-31,27.617156862745095,0 days,1
448696,2019-09-15,11173,13235.017,Power Industry,"Dahej, Gujarat",2019-08-31,2019-09-15,27.544791666666665,0 days,1
450363,2019-09-30,11173,11038.447,Power Industry,"Dahej, Gujarat",2019-09-15,2019-09-30,27.7640625,0 days,0
769357,2019-08-31,11218,247.28,Power Industry,"Dahej, Gujarat",2019-08-15,2019-08-31,27.617156862745095,0 days,0
773413,2019-09-15,11218,1559.419,Power Industry,"Agartala, Tripura",2019-08-31,2019-09-15,28.051041666666663,0 days,1
778652,2019-09-30,11218,6214.208,Power Industry,"Agartala, Tripura",2019-09-15,2019-09-30,27.56848958333333,0 days,0
2209628,2019-10-15,11218,8064.196,Power Industry,"Agartala, Tripura",2019-08-15,2019-10-15,27.52788978494624,0 days,1
2242382,2020-01-15,11218,63.348,Power Industry,"Dabhol, Maharashtra",2019-12-31,2020-01-15,24.423697916666665,0 days,4
3838312,2020-07-31,11218,0.85,Power Industry,"Dahej, Gujarat",2020-07-15,2020-07-31,28.44656862745098,0 days,10
4621801,2021-10-15,11218,283.645,Power Industry,"Dabhol, Maharashtra",2021-10-15,2021-10-15,28.441666666666663,0 days,23
4637784,2022-02-28,11218,146.692,Power Industry,"Dabhol, Maharashtra",2022-02-15,2022-02-28,25.52857142857143,0 days,5
358699,2019-04-15,11224,2203.672,Power Industry,"Delhi, India",2019-04-15,2019-04-15,31.7875,0 days,0
362750,2019-04-30,11224,1161.803,Power Industry,"Delhi, India",2019-04-15,2019-04-30,30.14270833333333,0 days,2
367011,2019-05-15,11224,1961.628,Power Industry,"Delhi, India",2019-04-30,2019-05-15,32.71145833333333,0 days,1
371059,2019-05-31,11224,2181.088,Power Industry,"Delhi, India",2019-04-30,2019-05-31,32.688802083333336,0 days,0
373245,2019-06-15,11224,1454.85,Power Industry,"Delhi, India",2019-05-31,2019-06-15,36.26015625,0 days,3
375169,2019-06-30,11224,1066.806,Power Industry,"Delhi, India",2019-06-15,2019-06-30,34.07265625,0 days,0
381402,2019-07-15,11224,1637.258,Power Industry,"Delhi, India",2019-06-30,2019-07-15,32.73776041666667,0 days,0
383482,2019-07-31,11224,2119.239,Power Industry,"Delhi, India",2019-07-15,2019-07-31,28.870343137254903,0 days,0
385557,2019-08-15,11224,2527.085,Power Industry,"Delhi, India",2019-07-31,2019-08-15,29.0390625,0 days,3
387628,2019-08-31,11224,2548.885,Power Industry,"Delhi, India",2019-08-15,2019-08-31,29.03676470588235,0 days,1
389715,2019-09-15,11224,1143.409,Power Industry,"Delhi, India",2019-08-31,2019-09-15,29.9625,0 days,1
391780,2019-09-30,11224,1446.232,Power Industry,"Delhi, India",2019-09-30,2019-09-30,25.466666666666665,0 days,0
1719638,2019-10-15,11224,1856.492,Power Industry,"Delhi, India",2019-09-30,2019-10-15,27.115104166666665,0 days,1
1723781,2019-10-31,11224,2170.723,Power Industry,"Delhi, India",2019-10-31,2019-10-31,24.4875,0 days,1
1725854,2019-11-15,11224,1710.04,Power Industry,"Delhi, India",2019-11-15,2019-11-15,21.129166666666663,0 days,1
1732099,2019-11-30,11224,1618.308,Power Industry,"Delhi, India",2019-11-15,2019-11-30,19.763541666666665,0 days,0
1734180,2019-12-15,11224,2706.956,Power Industry,"Delhi, India",2019-12-01,2019-12-15,15.01,0 days,0
1740410,2019-12-31,11224,501.917,Power Industry,"Delhi, India",2019-12-15,2019-12-31,10.113725490196078,0 days,1
360776,2019-04-15,11623,10.024,Power Industry,"Delhi, India",2019-04-15,2019-04-15,31.7875,0 days,0
364934,2019-05-15,11623,259.168,Power Industry,"Delhi, India",2019-04-30,2019-05-15,32.71145833333333,0 days,3
368982,2019-05-31,11623,15.8,Power Industry,"Delhi, India",2019-04-30,2019-05-31,32.688802083333336,0 days,0
379323,2019-06-30,11623,0.0,Power Industry,"Delhi, India",2019-06-15,2019-06-30,34.07265625,0 days,3
393857,2019-09-30,11623,0.309,Power Industry,"Delhi, India",2019-09-30,2019-09-30,25.466666666666665,0 days,4
1721704,2019-10-31,11623,4.048,Power Industry,"Delhi, India",2019-10-31,2019-10-31,24.4875,0 days,2
1727931,2019-11-15,11623,9.885,Power Industry,"Delhi, India",2019-11-15,2019-11-15,21.129166666666663,0 days,1
1730022,2019-11-30,11623,23.531,Power Industry,"Delhi, India",2019-11-15,2019-11-30,19.763541666666665,0 days,0
1736257,2019-12-15,11623,30.918,Power Industry,"Delhi, India",2019-12-01,2019-12-15,15.01,0 days,0
1738333,2019-12-31,11623,9.1,Power Industry,"Delhi, India",2019-12-15,2019-12-31,10.113725490196078,0 days,1
451338,2019-04-15,11625,75.321,Power Industry,"Delhi, India",2019-04-15,2019-04-15,31.7875,0 days,0
528191,2019-05-15,11625,194.742,Power Industry,"Delhi, India",2019-04-30,2019-05-15,32.71145833333333,0 days,3
550932,2019-05-31,11625,349.796,Power Industry,"Delhi, India",2019-04-30,2019-05-31,32.688802083333336,0 days,0
578042,2019-06-15,11625,151.009,Power Industry,"Delhi, India",2019-05-31,2019-06-15,36.26015625,0 days,3
704593,2019-09-15,11625,195.128,Power Industry,"Delhi, India",2019-08-31,2019-09-15,29.9625,0 days,4
723274,2019-09-30,11625,304.453,Power Industry,"Delhi, India",2019-09-30,2019-09-30,25.466666666666665,0 days,0
1781513,2019-10-15,11625,282.895,Power Industry,"Delhi, India",2019-09-30,2019-10-15,27.115104166666665,0 days,1
1818888,2019-10-31,11625,303.815,Power Industry,"Delhi, India",2019-10-31,2019-10-31,24.4875,0 days,1
1839654,2019-11-15,11625,296.007,Power Industry,"Delhi, India",2019-11-15,2019-11-15,21.129166666666663,0 days,1
1860438,2019-11-30,11625,328.868,Power Industry,"Delhi, India",2019-11-15,2019-11-30,19.763541666666665,0 days,0
1899905,2019-12-15,11625,303.403,Power Industry,"Delhi, India",2019-12-01,2019-12-15,15.01,0 days,0
1962214,2019-12-31,11625,253.645,Power Industry,"Delhi, India",2019-12-15,2019-12-31,10.113725490196078,0 days,1
2007910,2020-01-15,11625,225.437,Power Industry,"Delhi, India",2019-12-31,2020-01-15,12.273958333333333,0 days,1
2039068,2020-01-31,11625,230.594,Power Industry,"Delhi, India",2020-01-31,2020-01-31,12.1125,0 days,1
2090992,2020-02-15,11625,241.363,Power Industry,"Delhi, India",2020-02-15,2020-02-15,17.116666666666667,0 days,0
2111769,2020-02-29,11625,190.94,Power Industry,"Delhi, India",2020-02-29,2020-02-29,18.495833333333334,0 days,0
2145006,2020-03-15,11625,198.778,Power Industry,"Delhi, India",2020-03-15,2020-03-15,16.575,0 days,1
2194855,2020-03-31,11625,115.129,Power Industry,"Delhi, India",2020-03-15,2020-03-31,21.142156862745097,0 days,0
3337096,2020-04-15,11625,187.902,Power Industry,"Delhi, India",2020-03-31,2020-04-15,25.866927083333334,0 days,3
3395254,2020-04-30,11625,185.322,Power Industry,"Delhi, India",2020-04-15,2020-04-30,28.17890625,0 days,0
3415978,2020-05-15,11625,186.721,Power Industry,"Delhi, India",2020-03-31,2020-05-15,27.84827898550725,0 days,1
3465819,2020-05-31,11625,179.55,Power Industry,"Delhi, India",2020-05-15,2020-05-31,32.54656862745098,0 days,3
3519827,2020-06-15,11625,156.763,Power Industry,"Delhi, India",2020-05-31,2020-06-15,31.359895833333333,0 days,1
3561359,2020-06-30,11625,147.971,Power Industry,"Delhi, India",2020-06-15,2020-06-30,33.37890625,0 days,0
3594592,2020-07-15,11625,117.937,Power Industry,"Delhi, India",2020-06-30,2020-07-15,31.966666666666665,0 days,0
3640291,2020-07-31,11625,120.174,Power Industry,"Delhi, India",2020-07-15,2020-07-31,29.879901960784316,0 days,1
3665213,2020-08-15,11625,99.935,Power Industry,"Delhi, India",2020-07-31,2020-08-15,29.784895833333334,0 days,3
3710906,2020-08-31,11625,65.701,Power Industry,"Delhi, India",2020-08-15,2020-08-31,28.46397058823529,0 days,2
3752448,2020-09-15,11625,61.739,Power Industry,"Delhi, India",2020-08-31,2020-09-15,29.523177083333334,0 days,0
3769069,2020-09-30,11625,46.945,Power Industry,"Delhi, India",2020-09-15,2020-09-30,30.5484375,0 days,0
4577464,2021-10-15,12011,2155.924,Power Industry,"Delhi, India",2020-07-31,2021-10-15,25.37163461538461,0 days,0
5714680,2022-06-15,12011,20.52,Power Industry,"Ankot, Gujarat",2022-06-15,2022-07-15,27.939112903225805,30 days,13
5714705,2022-07-15,12011,20.485,Power Industry,"Ankot, Gujarat",2022-06-15,2022-07-15,27.939112903225805,0 days,2
5714731,2022-07-31,12011,21.753,Power Industry,"Ankot, Gujarat",2022-07-15,2022-07-31,26.146078431372548,0 days,0
781315,2019-04-15,12186,354.29,Power Industry,"Delhi, India",2019-04-15,2019-04-15,31.7875,0 days,0
792812,2019-04-30,12186,4225.24,Power Industry,"Krishna, Andhra Pradesh",2019-04-15,2019-04-30,32.01979166666667,0 days,2
806101,2019-05-15,12186,4276.33,Power Industry,"Krishna, Andhra Pradesh",2019-04-30,2019-05-15,33.795572916666664,0 days,1
811101,2019-05-31,12186,3738.376,Power Industry,"Krishna, Andhra Pradesh",2019-05-15,2019-05-31,33.73529411764706,0 days,0
828139,2019-06-15,12186,3971.162,Power Industry,"Krishna, Andhra Pradesh",2019-05-31,2019-06-15,34.20625,0 days,3
844354,2019-06-30,12186,3918.768,Power Industry,"Krishna, Andhra Pradesh",2019-06-15,2019-06-30,31.726822916666663,0 days,0
860541,2019-07-15,12186,3845.546,Power Industry,"Krishna, Andhra Pradesh",2019-06-30,2019-07-15,30.624479166666667,0 days,0
874240,2019-07-31,12186,5644.283,Power Industry,"Krishna, Andhra Pradesh",2019-07-15,2019-07-31,28.85686274509804,0 days,0
880892,2019-08-15,12186,4720.19,Power Industry,"Krishna, Andhra Pradesh",2019-07-31,2019-08-15,28.136458333333334,0 days,3
897078,2019-08-31,12186,5402.295,Power Industry,"Krishna, Andhra Pradesh",2019-08-15,2019-08-31,28.85245098039216,0 days,1
908704,2019-09-15,12186,5386.974,Power Industry,"Krishna, Andhra Pradesh",2019-08-31,2019-09-15,28.105729166666663,0 days,1
922407,2019-09-30,12186,5357.409,Power Industry,"Krishna, Andhra Pradesh",2019-09-15,2019-09-30,27.13359375,0 days,0
2275460,2019-10-15,12186,4351.578,Power Industry,"Krishna, Andhra Pradesh",2019-09-30,2019-10-15,26.953645833333333,0 days,1
2295806,2019-10-31,12186,4368.163,Power Industry,"Krishna, Andhra Pradesh",2019-10-15,2019-10-31,26.15,0 days,1
2313032,2019-11-15,12186,4177.944,Power Industry,"Krishna, Andhra Pradesh",2019-10-31,2019-11-15,26.608072916666668,0 days,1
2334979,2019-11-30,12186,4230.573,Power Industry,"Krishna, Andhra Pradesh",2019-11-15,2019-11-30,26.135416666666668,0 days,0
2343876,2019-12-15,12186,4114.604,Power Industry,"Krishna, Andhra Pradesh",2019-11-30,2019-12-15,25.097395833333334,0 days,0
2369784,2019-12-31,12186,4174.938,Power Industry,"Krishna, Andhra Pradesh",2019-12-15,2019-12-31,24.749019607843135,0 days,1
2401722,2020-01-15,12186,3828.923,Power Industry,"Krishna, Andhra Pradesh",2019-12-31,2020-01-15,24.276822916666667,0 days,1
2421197,2020-01-31,12186,4250.387,Power Industry,"Krishna, Andhra Pradesh",2020-01-15,2020-01-31,25.59828431372549,0 days,1
2440684,2020-02-15,12186,3761.811,Power Industry,"Krishna, Andhra Pradesh",2020-01-31,2020-02-15,25.85625,0 days,0
2460152,2020-02-29,12186,3604.966,Power Industry,"Krishna, Andhra Pradesh",2020-02-15,2020-02-29,26.601944444444445,0 days,0
2473205,2020-03-15,12186,3666.445,Power Industry,"Krishna, Andhra Pradesh",2020-02-29,2020-03-15,27.785677083333333,0 days,1
2492686,2020-03-31,12186,3801.172,Power Industry,"Krishna, Andhra Pradesh",2020-03-15,2020-03-31,29.83333333333333,0 days,0
3869442,2020-04-15,12186,7079.96,Power Industry,"Krishna, Andhra Pradesh",2020-03-31,2020-04-15,31.058333333333334,0 days,3
3872760,2020-04-30,12186,6876.008,Power Industry,"Krishna, Andhra Pradesh",2020-04-15,2020-04-30,31.38411458333333,0 days,0
3873123,2020-05-15,12186,6358.662,Power Industry,"Krishna, Andhra Pradesh",2020-03-31,2020-05-15,31.598641304347822,0 days,1
3882239,2020-05-31,12186,5157.209,Power Industry,"Krishna, Andhra Pradesh",2020-05-15,2020-05-31,33.710539215686275,0 days,3
3883066,2020-06-15,12186,3575.777,Power Industry,"Krishna, Andhra Pradesh",2020-05-31,2020-06-15,30.9625,0 days,1
3888873,2020-06-30,12186,3489.481,Power Industry,"Krishna, Andhra Pradesh",2020-06-15,2020-06-30,29.398177083333334,0 days,0
3899661,2020-07-15,12186,3302.917,Power Industry,"Krishna, Andhra Pradesh",2020-06-30,2020-07-15,28.195833333333333,0 days,0
3909211,2020-07-31,12186,5394.469,Power Industry,"Krishna, Andhra Pradesh",2020-07-15,2020-07-31,28.156372549019608,0 days,1
3914584,2020-08-15,12186,6324.829,Power Industry,"Krishna, Andhra Pradesh",2020-07-31,2020-08-15,27.72421875,0 days,3
3920195,2020-08-31,12186,4917.445,Power Industry,"Krishna, Andhra Pradesh",2020-08-15,2020-08-31,27.629656862745097,0 days,2
3923925,2020-09-15,12186,2967.454,Power Industry,"Krishna, Andhra Pradesh",2020-09-15,2020-09-15,26.391666666666666,0 days,0
3933875,2020-09-30,12186,4152.713,Power Industry,"Krishna, Andhra Pradesh",2020-09-15,2020-09-30,27.496354166666663,0 days,0
4645940,2021-10-15,12186,4262.159,Power Industry,"Krishna, Andhra Pradesh",2020-09-30,2021-10-15,27.84022309711286,0 days,19
4647802,2021-10-31,12186,4403.83,Power Industry,"Krishna, Andhra Pradesh",2021-10-15,2021-10-31,27.13921568627451,0 days,1
4648831,2021-11-15,12186,4923.431,Power Industry,"Krishna, Andhra Pradesh",2021-10-31,2021-11-15,25.2234375,0 days,1
4649887,2021-11-30,12186,6149.459,Power Industry,"Krishna, Andhra Pradesh",2021-11-15,2021-11-30,25.522135416666668,0 days,0
4650922,2021-12-15,12186,5003.423,Power Industry,"Krishna, Andhra Pradesh",2021-11-30,2021-12-15,24.76796875,0 days,0
4651975,2021-12-31,12186,5374.874,Power Industry,"Krishna, Andhra Pradesh",2021-12-15,2021-12-31,22.88995098039216,0 days,1
4652819,2022-01-15,12186,5100.375,Power Industry,"Krishna, Andhra Pradesh",2021-12-31,2022-01-15,23.586197916666663,0 days,1
4653655,2022-01-31,12186,5386.627,Power Industry,"Krishna, Andhra Pradesh",2022-01-15,2022-01-31,23.923529411764704,0 days,1
4654488,2022-02-15,12186,5298.05,Power Industry,"Krishna, Andhra Pradesh",2022-01-31,2022-02-15,25.00130208333333,0 days,0
4655306,2022-02-28,12186,3980.509,Power Industry,"Krishna, Andhra Pradesh",2022-02-15,2022-02-28,26.37708333333333,0 days,0
4656135,2022-03-15,12186,5209.353,Power Industry,"Krishna, Andhra Pradesh",2022-02-28,2022-03-15,28.27734375,0 days,0
4656964,2022-03-31,12186,5712.128,Power Industry,"Krishna, Andhra Pradesh",2022-03-15,2022-03-31,30.2093137254902,0 days,1
5328943,2022-04-15,12186,5189.089,Power Industry,"Krishna, Andhra Pradesh",2022-03-31,2022-04-15,30.703645833333333,0 days,2
5331874,2022-04-30,12186,5148.685,Power Industry,"Krishna, Andhra Pradesh",2022-04-15,2022-04-30,32.32734375,0 days,2
5332718,2022-05-15,12186,4967.795,Power Industry,"Krishna, Andhra Pradesh",2022-04-30,2022-05-15,31.522916666666667,0 days,3
5333546,2022-05-31,12186,5360.448,Power Industry,"Krishna, Andhra Pradesh",2022-05-15,2022-05-31,33.303186274509805,0 days,0
5334373,2022-06-15,12186,4870.541,Power Industry,"Krishna, Andhra Pradesh",2022-05-31,2022-06-15,34.3890625,0 days,1
5337278,2022-06-30,12186,4889.973,Power Industry,"Krishna, Andhra Pradesh",2022-06-15,2022-06-30,29.816145833333334,0 days,0
