,BILL DATE,SOLD TO PARTY,QTY(1000 SM3),INDUSTORY SECTOR,Receiving Point,Start Date,End Date,Average Temperature,Difference,holiday_count
2568390,2019-11-30,10114,581.405,Power Industry,"Rajahmundry, Andhra Pradesh",2019-11-15,2019-11-30,26.16302083333333,0 days,0
2593333,2019-12-15,10114,481.022,Power Industry,"Rajahmundry, Andhra Pradesh",2019-11-30,2019-12-15,25.06015625,0 days,0
2612515,2019-12-31,10114,512.949,Power Industry,"Rajahmundry, Andhra Pradesh",2019-12-15,2019-12-31,24.500980392156865,0 days,1
2643022,2020-01-15,10114,480.0,Power Industry,"Rajahmundry, Andhra Pradesh",2020-01-15,2020-01-15,23.64583333333333,0 days,1
2665691,2020-01-31,10114,512.651,Power Industry,"Rajahmundry, Andhra Pradesh",2020-01-15,2020-01-31,25.671323529411765,0 days,1
2700822,2020-02-15,10114,481.062,Power Industry,"Rajahmundry, Andhra Pradesh",2020-02-15,2020-02-15,27.391666666666666,0 days,0
2727645,2020-02-29,10114,391.879,Power Industry,"Rajahmundry, Andhra Pradesh",2020-02-15,2020-02-29,26.50055555555556,0 days,0
2758622,2020-03-15,10114,481.08,Power Industry,"Rajahmundry, Andhra Pradesh",2020-02-29,2020-03-15,27.455729166666668,0 days,1
2781290,2020-03-31,10114,245.36,Power Industry,"Rajahmundry, Andhra Pradesh",2020-03-15,2020-03-31,29.469117647058823,0 days,0
4323809,2020-05-15,10114,659.181,Power Industry,"Rajahmundry, Andhra Pradesh",2020-03-31,2020-05-15,31.05842391304348,0 days,4
4324862,2020-05-31,10114,836.015,Power Industry,"Rajahmundry, Andhra Pradesh",2020-05-15,2020-05-31,32.90049019607843,0 days,3
4012645,2020-06-15,10114,59.106,Power Industry,"Rajahmundry, Andhra Pradesh",2020-06-15,2020-06-15,29.995833333333334,0 days,1
2993668,2020-06-30,10114,0.0,Power Industry,"Delhi, India",2020-06-15,2020-06-30,33.37890625,0 days,0
4044911,2020-07-15,10114,80.492,Power Industry,"Rajahmundry, Andhra Pradesh",2020-06-30,2020-07-15,28.0640625,0 days,0
2999905,2020-07-31,10114,0.0,Power Industry,"Delhi, India",2020-07-15,2020-07-31,29.879901960784316,0 days,1
4079561,2020-08-15,10114,527.494,Power Industry,"Rajahmundry, Andhra Pradesh",2020-07-31,2020-08-15,27.719010416666663,0 days,3
3008210,2020-08-31,10114,0.0,Power Industry,"Delhi, India",2020-08-15,2020-08-31,28.46397058823529,0 days,2
4102528,2020-09-15,10114,447.451,Power Industry,"Rajahmundry, Andhra Pradesh",2020-08-31,2020-09-15,28.44921875,0 days,0
4118637,2020-09-30,10114,430.461,Power Industry,"Rajahmundry, Andhra Pradesh",2020-09-15,2020-09-30,27.909375,0 days,0
4662062,2021-10-15,10114,1360.136,Power Industry,"Rajahmundry, Andhra Pradesh",2021-10-15,2021-10-15,27.229166666666668,0 days,19
4676829,2021-10-31,10114,1445.17,Power Industry,"Rajahmundry, Andhra Pradesh",2021-10-15,2021-10-31,27.579656862745097,0 days,1
4697829,2021-11-15,10114,1372.254,Power Industry,"Rajahmundry, Andhra Pradesh",2021-10-31,2021-11-15,25.504166666666663,0 days,1
4712597,2021-11-30,10114,1377.965,Power Industry,"Rajahmundry, Andhra Pradesh",2021-11-15,2021-11-30,25.93958333333333,0 days,0
4725288,2021-12-15,10114,1381.127,Power Industry,"Rajahmundry, Andhra Pradesh",2021-12-15,2021-12-15,23.425,0 days,0
4740056,2021-12-31,10114,1269.057,Power Industry,"Rajahmundry, Andhra Pradesh",2021-12-15,2021-12-31,23.42328431372549,0 days,1
4750200,2022-01-15,10114,1403.419,Power Industry,"Rajahmundry, Andhra Pradesh",2021-12-31,2022-01-15,23.76692708333333,0 days,1
4762891,2022-01-31,10114,1119.201,Power Industry,"Rajahmundry, Andhra Pradesh",2022-01-15,2022-01-31,23.890196078431373,0 days,1
4775112,2022-02-15,10114,725.719,Power Industry,"Rajahmundry, Andhra Pradesh",2022-01-31,2022-02-15,25.007291666666667,0 days,0
4789880,2022-02-28,10114,1183.744,Power Industry,"Rajahmundry, Andhra Pradesh",2022-02-15,2022-02-28,26.391964285714284,0 days,0
4805118,2022-03-15,10114,1352.661,Power Industry,"Rajahmundry, Andhra Pradesh",2022-02-28,2022-03-15,28.22786458333333,0 days,0
4824510,2022-03-31,10114,1512.625,Power Industry,"Rajahmundry, Andhra Pradesh",2022-03-31,2022-03-31,30.429166666666667,0 days,1
5347402,2022-04-15,10114,1345.974,Power Industry,"Rajahmundry, Andhra Pradesh",2022-03-31,2022-04-15,30.41875,0 days,2
5363109,2022-04-30,10114,1352.309,Power Industry,"Rajahmundry, Andhra Pradesh",2022-04-15,2022-04-30,31.90078125,0 days,2
5377259,2022-05-15,10114,1407.452,Power Industry,"Rajahmundry, Andhra Pradesh",2022-04-30,2022-05-15,30.812239583333334,0 days,3
5389073,2022-05-31,10114,1158.109,Power Industry,"Rajahmundry, Andhra Pradesh",2022-05-31,2022-05-31,33.7125,0 days,0
5407584,2022-06-15,10114,664.858,Power Industry,"Rajahmundry, Andhra Pradesh",2022-06-15,2022-06-15,31.6,0 days,1
5422415,2022-06-30,10114,1113.735,Power Industry,"Rajahmundry, Andhra Pradesh",2022-06-15,2022-06-30,29.169010416666666,0 days,0
5445552,2022-07-15,10114,1391.184,Power Industry,"Rajahmundry, Andhra Pradesh",2022-06-30,2022-07-15,27.346875,0 days,2
5457366,2022-07-31,10114,1406.987,Power Industry,"Rajahmundry, Andhra Pradesh",2022-07-31,2022-07-31,28.8875,0 days,0
5480033,2022-08-15,10114,1399.498,Power Industry,"Rajahmundry, Andhra Pradesh",2022-07-31,2022-08-15,27.675260416666667,0 days,2
5499488,2022-08-31,10114,1496.445,Power Industry,"Rajahmundry, Andhra Pradesh",2022-08-31,2022-08-31,27.754166666666663,0 days,1
5529117,2022-09-15,10114,1430.885,Power Industry,"Rajahmundry, Andhra Pradesh",2022-08-31,2022-09-15,27.84296875,0 days,0
5541659,2022-09-30,10114,1437.619,Power Industry,"Rajahmundry, Andhra Pradesh",2022-09-30,2022-09-30,26.179166666666667,0 days,0
5971916,2022-10-15,10114,735.535,Power Industry,"Rajahmundry, Andhra Pradesh",2022-09-30,2022-10-15,26.33125,0 days,2
5978847,2022-10-31,10114,762.015,Power Industry,"Rajahmundry, Andhra Pradesh",2022-10-31,2022-10-31,26.579166666666666,0 days,1
5986247,2022-11-15,10114,816.593,Power Industry,"Rajahmundry, Andhra Pradesh",2022-10-31,2022-11-15,26.23333333333333,0 days,0
5992236,2022-11-30,10114,823.474,Power Industry,"Rajahmundry, Andhra Pradesh",2022-11-30,2022-11-30,25.758333333333333,0 days,0
5998227,2022-12-15,10114,1161.194,Power Industry,"Rajahmundry, Andhra Pradesh",2022-12-15,2022-12-15,25.6625,0 days,0
6004216,2022-12-31,10114,1257.584,Power Industry,"Rajahmundry, Andhra Pradesh",2022-12-15,2022-12-31,25.156617647058823,0 days,1
6012093,2023-01-15,10114,1162.973,Power Industry,"Rajahmundry, Andhra Pradesh",2022-12-31,2023-01-15,24.461458333333333,0 days,1
6016667,2023-01-31,10114,707.295,Power Industry,"Rajahmundry, Andhra Pradesh",2023-01-31,2023-01-31,26.52916666666667,0 days,1
6022187,2023-02-15,10114,373.65,Power Industry,"Rajahmundry, Andhra Pradesh",2023-01-31,2023-02-15,26.510416666666668,0 days,0
6027966,2023-02-28,10114,1021.623,Power Industry,"Rajahmundry, Andhra Pradesh",2023-02-28,2023-02-28,27.0625,0 days,0
6034215,2023-03-15,10114,1179.928,Power Industry,"Rajahmundry, Andhra Pradesh",2023-02-28,2023-03-15,28.12786458333333,0 days,1
6040464,2023-03-31,10114,1198.316,Power Industry,"Rajahmundry, Andhra Pradesh",2023-03-15,2023-03-31,26.982598039215688,0 days,0
1217119,2019-04-15,10150,2979.603,Power Industry,"Delhi, India",2019-04-15,2019-04-15,31.7875,0 days,0
1225324,2019-04-30,10150,2988.546,Power Industry,"Delhi, India",2019-04-15,2019-04-30,30.14270833333333,0 days,2
1237893,2019-05-15,10150,2980.359,Power Industry,"Delhi, India",2019-04-30,2019-05-15,32.71145833333333,0 days,1
1241941,2019-05-31,10150,3199.123,Power Industry,"Delhi, India",2019-04-30,2019-05-31,32.688802083333336,0 days,0
1250358,2019-06-15,10150,2989.861,Power Industry,"Delhi, India",2019-05-31,2019-06-15,36.26015625,0 days,3
1262953,2019-06-20,10150,1000.0,Power Industry,"Delhi, India",2019-06-15,2019-06-20,33.202083333333334,0 days,0
1270975,2019-06-30,10150,2000.0,Power Industry,"Delhi, India",2019-06-15,2019-06-30,34.07265625,0 days,0
1279572,2019-07-05,10150,1000.0,Power Industry,"Delhi, India",2019-06-30,2019-07-05,34.47083333333333,0 days,0
1285516,2019-07-15,10150,2000.0,Power Industry,"Delhi, India",2019-06-30,2019-07-15,32.73776041666667,0 days,0
1296189,2019-07-29,10150,2800.0,Power Industry,"Delhi, India",2019-07-15,2019-07-29,28.849166666666665,0 days,0
1304212,2019-07-31,10150,400.0,Power Industry,"Delhi, India",2019-07-15,2019-07-31,28.870343137254903,0 days,0
1321115,2019-08-13,10150,2600.0,Power Industry,"Delhi, India",2019-07-31,2019-08-13,29.065773809523808,0 days,2
1308364,2019-08-15,10150,400.0,Power Industry,"Delhi, India",2019-07-31,2019-08-15,29.0390625,0 days,1
1324974,2019-08-31,10150,3200.0,Power Industry,"Delhi, India",2019-08-15,2019-08-31,29.03676470588235,0 days,1
1335369,2019-09-15,10150,2949.674,Power Industry,"Delhi, India",2019-08-31,2019-09-15,29.9625,0 days,1
1339511,2019-09-30,10150,2981.056,Power Industry,"Delhi, India",2019-09-30,2019-09-30,25.466666666666665,0 days,0
2834678,2019-10-15,10150,3000.0,Power Industry,"Delhi, India",2019-09-30,2019-10-15,27.115104166666665,0 days,1
2842975,2019-10-31,10150,3200.0,Power Industry,"Delhi, India",2019-10-31,2019-10-31,24.4875,0 days,1
2851279,2019-11-15,10150,2998.874,Power Industry,"Delhi, India",2019-11-15,2019-11-15,21.129166666666663,0 days,1
2859601,2019-11-30,10150,3000.0,Power Industry,"Delhi, India",2019-11-15,2019-11-30,19.763541666666665,0 days,0
2867913,2019-12-15,10150,2919.261,Power Industry,"Delhi, India",2019-12-01,2019-12-15,15.01,0 days,0
2876220,2019-12-31,10150,3169.215,Power Industry,"Delhi, India",2019-12-15,2019-12-31,10.113725490196078,0 days,1
2884530,2020-01-15,10150,3000.0,Power Industry,"Delhi, India",2019-12-31,2020-01-15,12.273958333333333,0 days,1
2892841,2020-01-31,10150,3200.0,Power Industry,"Delhi, India",2020-01-31,2020-01-31,12.1125,0 days,1
2901148,2020-02-15,10150,2999.29,Power Industry,"Delhi, India",2020-02-15,2020-02-15,17.116666666666667,0 days,0
2909463,2020-02-29,10150,2800.0,Power Industry,"Delhi, India",2020-02-29,2020-02-29,18.495833333333334,0 days,0
2917776,2020-03-15,10150,2883.805,Power Industry,"Delhi, India",2020-03-15,2020-03-15,16.575,0 days,1
2921931,2020-03-31,10150,3200.0,Power Industry,"Delhi, India",2020-03-15,2020-03-31,21.142156862745097,0 days,0
4167447,2020-04-15,10150,2866.345,Power Industry,"Delhi, India",2020-03-31,2020-04-15,25.866927083333334,0 days,3
4177834,2020-04-30,10150,2997.187,Power Industry,"Delhi, India",2020-04-15,2020-04-30,28.17890625,0 days,0
4188173,2020-05-15,10150,2185.008,Power Industry,"Delhi, India",2020-03-31,2020-05-15,27.84827898550725,0 days,1
4202705,2020-05-31,10150,2754.745,Power Industry,"Delhi, India",2020-05-15,2020-05-31,32.54656862745098,0 days,3
4211019,2020-06-15,10150,2991.445,Power Industry,"Delhi, India",2020-05-31,2020-06-15,31.359895833333333,0 days,1
4219319,2020-06-30,10150,2944.513,Power Industry,"Delhi, India",2020-06-15,2020-06-30,33.37890625,0 days,0
4227628,2020-07-15,10150,2963.789,Power Industry,"Delhi, India",2020-06-30,2020-07-15,31.966666666666665,0 days,0
4235941,2020-07-31,10150,3185.653,Power Industry,"Delhi, India",2020-07-15,2020-07-31,29.879901960784316,0 days,1
4242170,2020-08-15,10150,2995.723,Power Industry,"Delhi, India",2020-07-31,2020-08-15,29.784895833333334,0 days,3
4252554,2020-08-31,10150,3199.535,Power Industry,"Delhi, India",2020-08-15,2020-08-31,28.46397058823529,0 days,2
4256710,2020-09-15,10150,2963.72,Power Industry,"Delhi, India",2020-08-31,2020-09-15,29.523177083333334,0 days,0
4265023,2020-09-30,10150,2992.199,Power Industry,"Delhi, India",2020-09-15,2020-09-30,30.5484375,0 days,0
4869374,2021-10-15,10150,2971.142,Power Industry,"Delhi, India",2020-07-31,2021-10-15,25.37163461538461,0 days,19
4879757,2021-10-31,10150,3200.0,Power Industry,"Delhi, India",2021-10-15,2021-10-31,23.239460784313724,0 days,1
4888068,2021-11-15,10150,3000.0,Power Industry,"Delhi, India",2021-10-31,2021-11-15,21.178125,0 days,1
4896514,2021-11-30,10150,3000.0,Power Industry,"Delhi, India",2021-11-15,2021-11-30,18.68567708333333,0 days,0
4904685,2021-12-15,10150,2967.853,Power Industry,"Delhi, India",2021-11-15,2021-12-15,17.371639784946236,0 days,0
4913132,2021-12-31,10150,3200.0,Power Industry,"Delhi, India",2021-12-15,2021-12-31,12.912745098039217,0 days,1
4921442,2022-01-15,10150,3000.0,Power Industry,"Delhi, India",2021-12-31,2022-01-15,12.564583333333331,0 days,1
4925597,2022-01-31,10150,3200.0,Power Industry,"Delhi, India",2022-01-15,2022-01-31,11.565196078431372,0 days,1
4935983,2022-02-15,10150,3000.0,Power Industry,"Delhi, India",2022-01-31,2022-02-15,14.1,0 days,0
4948303,2022-02-28,10150,2600.0,Power Industry,"Delhi, India",2021-12-15,2022-02-28,13.625877192982456,0 days,0
4950381,2022-03-15,10150,3000.0,Power Industry,"Delhi, India",2022-02-28,2022-03-15,21.267447916666665,0 days,0
4958690,2022-03-31,10150,3200.0,Power Industry,"Delhi, India",2022-03-15,2022-03-31,28.325,0 days,1
5595565,2022-04-15,10150,3000.0,Power Industry,"Delhi, India",2022-03-31,2022-04-15,31.4078125,0 days,2
5601775,2022-04-30,10150,3000.0,Power Industry,"Delhi, India",2022-03-31,2022-04-30,32.335887096774194,0 days,2
5612159,2022-05-15,10150,2997.052,Power Industry,"Delhi, India",2022-04-30,2022-05-15,33.89661458333333,0 days,3
5622689,2022-05-31,10150,3200.0,Power Industry,"Delhi, India",2022-05-15,2022-05-31,32.66053921568628,0 days,0
